h_booking_id,predicted_selling_amount
-8505226616005183685,491.08514
-8503686409577453400,93.86422
-8495362751434606826,132.20859
-8492699384420406004,372.12067
-8490766097359099976,130.7893
-8488720902610780917,104.50134
-8473479720844969406,85.84189
-8473380332940553774,595.48596
-8470207376631537607,52.47082
-8469847192991492258,155.9731
-8469756655121733620,359.84775
-8460008887217219869,39.083977
-8459053674577618675,480.62878
-8454648056691725036,214.9152
-8452833661246554378,252.02187
-8448736486382249690,288.82758
-8444153841462541603,585.99164
-8439391384805066879,98.55406
-8435343628111411222,36.10487
-8431071275154183447,365.5606
-8419022620489308195,187.90587
-8402972554004720813,439.4133
-8393078152145175774,573.2636
-8387282531060923072,172.22807
-8375654828065985201,110.6022
-8368778153071196515,209.85931
-8364451789577805068,40.1327
-8363612524955687613,89.192055
-8361068553567236085,59.609356
-8357403074372812969,287.00537
-8356080594523936786,81.92247
-8346758991800895750,585.5363
-8340728759461999679,266.0142
-8340675777150390841,324.61203
-8333432172267835136,285.82593
-8331753208045160189,245.644
-8320101223295564260,497.16428
-8319519254865491986,27.470959
-8308142348246980138,124.881744
-8303594602312512432,232.47221
-8298786697796760855,374.34268
-8297335501524817933,462.9459
-8290558604289546856,137.16455
-8282825010062764600,161.89156
-8280559533196250387,73.69655
-8276719929309331441,41.819557
-8276263861714687377,244.5669
-8275888931434154474,133.8857
-8269394766047398379,45.455326
-8257370439367285778,110.19977
-8256506965083063494,46.75098
-8256504252617881076,30.544626
-8249679032340125252,335.24673
-8249229303874447469,56.352207
-8247307605224158412,614.4585
-8237838307681406388,189.14172
-8232505321322170318,294.24588
-8229819622895458037,341.8264
-8228122393299466433,226.98523
-8227026183352537496,258.35696
-8219332197374576561,58.69818
-8217973823473337643,263.13458
-8210839353781932365,366.05777
-8209737113901905558,277.59903
-8205517422867741440,67.955925
-8204489190047822012,112.149185
-8203820126700157332,307.99847
-8196365937669016692,47.898243
-8191252553305660951,48.877834
-8190458270517902706,258.1922
-8188919959371501405,151.62686
-8184801189391795119,327.18365
-8184075805097193839,109.97382
-8179643067555361143,32.077244
-8172680978645676970,115.0887
-8166452908400803279,48.497364
-8166168393159758133,239.35712
-8163805538768956885,581.82446
-8155870802161977815,104.50134
-8153914592985967337,273.90155
-8151205309530668280,197.93549
-8149386481857668983,474.26654
-8144742359421804488,206.01266
-8141285295376521321,148.876
-8141135050072972861,531.6527
-8138124743692182943,478.4679
-8135310177509474384,230.41531
-8133038166977041820,18.405228
-8130782018617615376,209.85774
-8121041895496501736,203.11288
-8119906748190192539,72.975044
-8117235683516121958,159.39095
-8112120517228111264,570.4279
-8105488969589212366,119.610275
-8099099233507625523,218.68796
-8091299308684752993,36.106342
-8084692841369452651,212.27098
-8084248095432480376,105.0485
-8081908314282091113,190.4353
-8081303493993772087,98.27033
-8078190353435718584,98.72287
-8074634756988544312,69.21417
-8070803052524805705,119.51416
-8065903969984579753,85.93295
-8065048604881203489,23.686113
-8064145219724099230,29.918905
-8062421319768382280,241.22198
-8061417352938577208,425.83893
-8061273271003681087,59.48282
-8055987361932328079,67.509926
-8051506970047531460,614.4585
-8049011112510411992,211.45586
-8046368431389255895,64.789795
-8045314826404269368,269.89996
-8044069714059917895,131.39622
-8043916746236376418,247.25517
-8041387407314412620,133.83388
-8041045396938686181,60.992058
-8036741987250657800,45.910103
-8035755189002575172,113.20935
-8033231125883491781,396.09094
-8032324520502363637,36.10487
-8026559338240676459,167.3879
-8025573476212839313,317.57788
-8023239010407727864,17.85167
-8018382916352728867,72.975044
-8014842212787719612,29.569876
-8013688003511807174,144.53593
-8013465437489763309,87.56418
-8013321137993155818,622.2004
-8009986505867651087,678.09625
-8009300407563799236,118.72819
-8005837513842044382,90.52286
-8001635661752016057,36.414654
-7997707812635208822,62.72523
-7997418001574932812,284.67447
-7989110972818089859,225.49507
-7980461971933445975,63.475544
-7975365413332703745,96.93022
-7965906139948896177,138.68904
-7963109791956638761,347.64603
-7960229460207219775,166.04465
-7960191043417002622,291.60812
-7958464008118028146,293.5657
-7953951686276518737,617.0974
-7953514584809799950,136.94917
-7943783822859134585,277.95114
-7942957580050167148,313.43695
-7940543939090656894,198.57106
-7936112718537287150,402.15167
-7926820054409809461,196.95793
-7925510207814260049,496.5183
-7920735246581381636,62.90842
-7916835009826683325,210.0325
-7914126556496048450,121.55835
-7911630730046984546,261.73166
-7908365017706970921,443.76123
-7904076377483259058,98.29223
-7894569686853427302,73.782074
-7885380912025711560,73.69655
-7863712016648268224,94.65969
-7855521040267510433,66.58254
-7847410333967573521,192.10374
-7836101776132132944,89.192055
-7835462392113324539,332.742
-7832193934452494000,712.3136
-7828078099717834322,45.48567
-7817697501441782069,106.138054
-7811047788771858679,235.85152
-7801487582206214033,196.01022
-7800499606246677705,46.29016
-7800306140875444995,277.93478
-7790886210143157913,190.26665
-7785311557277125741,576.37225
-7784993753064298557,142.41415
-7783868562324335006,85.84189
-7781835616361319622,100.25971
-7779943693444747996,473.92813
-7776087067297626687,430.27377
-7773543729755318246,209.19696
-7770072176549185944,219.17259
-7769205225615854927,72.24608
-7755721277124348403,323.65305
-7754442966044722304,1234.169
-7750189639987279040,856.9154
-7741768469164436526,31.274563
-7740804203605536971,56.876274
-7740743900734085908,158.08104
-7739774093796004773,36.803707
-7739451982731958147,139.39793
-7735307605006197296,131.45125
-7726837009953090312,618.4099
-7716764565535292971,452.35312
-7714163416008078710,61.02143
-7712690458081228603,17.18295
-7710917145088184261,29.918905
-7708180415839735668,314.7119
-7706740115911154469,364.50668
-7701308431456598660,148.73796
-7698644680953720411,395.46304
-7698365342386131971,612.8572
-7698334395083904203,143.5952
-7696409303562032656,144.51256
-7693096766614596291,29.569876
-7689231755401976196,300.56396
-7682894974242320091,56.312145
-7673196072088680197,243.37544
-7672791591420453766,31.274563
-7655315481806122786,491.08514
-7648489321810635983,245.55283
-7648185677626495222,209.65802
-7648017744480396960,36.10487
-7640295889407234592,124.72751
-7636586700452299248,640.4899
-7634240382964896461,67.9197
-7618763787419012762,438.54794
-7618566463422957231,78.20593
-7616557575691159078,357.2318
-7609783992945187658,415.27444
-7608676827378098763,35.988075
-7608573042550119588,109.40698
-7606644128928727714,89.79096
-7602572629316140494,41.385605
-7600925740807419246,261.71982
-7600919839282197151,173.60603
-7569049966262062573,329.63727
-7563373776646735713,363.92212
-7559700654009172214,78.20593
-7556580662600455725,371.79504
-7556527998120986316,39.410587
-7547797371913237280,25.145971
-7543241131409717810,13.233641
-7536693380416258487,85.48042
-7534156188062412511,333.2989
-7530048248077234933,199.29893
-7522158165327327612,315.12192
-7516307482426501851,17.85167
-7515546106671571463,466.4995
-7512333435784855739,193.45921
-7511636506077966325,192.28943
-7510538876014590179,473.32047
-7492794121027733086,90.269806
-7482951187918658252,226.22311
-7481092266886308676,394.83752
-7475365566385026822,762.4299
-7459691508768678087,508.08542
-7458663874685710453,295.48026
-7453968692749064603,207.27473
-7451063220590254333,610.501
-7430216212810770548,140.78345
-7416867307305788547,341.7303
-7410727326130583980,98.55406
-7408798656864691296,57.281067
-7389242446055608389,159.59491
-7382592573342976054,515.447
-7377151786648664008,76.29511
-7372515546978760438,46.110435
-7360502931884107459,562.3984
-7353968299222589856,96.111404
-7344094834000113689,70.93712
-7333546931719532971,191.11107
-7325441546013826261,478.4679
-7324600179433624903,157.51859
-7323269151936763297,45.910103
-7323261695948681380,250.48685
-7317709986661596276,157.128
-7314153020454163247,315.73712
-7312303432982605904,183.57289
-7309385781999644807,254.0827
-7307322662623623840,500.41864
-7304530723166263097,73.79546
-7295408114065341098,46.22968
-7292579593499210474,272.17798
-7287329281524256015,230.89868
-7282526197188457884,151.15944
-7274761153254387951,188.01917
-7266773999028754256,89.64575
-7266081379677692417,132.59079
-7264036490051965153,86.62847
-7262986180947989530,236.61662
-7251437533321084424,160.66429
-7247374977111680869,925.26984
-7246719591578534564,36.77397
-7239529006227368386,216.42932
-7238178345958242211,550.8724
-7237044564850886500,293.76904
-7231735816760285600,85.93295
-7228139748528052168,59.267124
-7228051104682545284,37.410854
-7226612370056343943,59.609356
-7219511182762711168,36.77397
-7212290709677926036,258.0181
-7202716036381340110,64.91757
-7202425846294760797,214.9152
-7196506651741039841,224.26038
-7195529046525577956,146.59653
-7190287234872258735,101.66948
-7183362335437967738,110.98533
-7177998528645811569,366.7409
-7173988177043573194,32.63298
-7159676158673823029,32.077244
-7159486224416489085,92.61089
-7158177980218959744,206.91357
-7147436823437215726,186.29962
-7144839678045710465,1058.5758
-7141369282238974295,266.54324
-7139805798046339578,616.18463
-7137157769095152324,229.31194
-7136099269188953612,87.487595
-7130054094117361287,57.88786
-7128907413357317656,543.5111
-7128814723777998831,140.35149
-7126123013616950845,574.2511
-7123644921338792994,285.1904
-7121683903818491613,194.58762
-7120169824973702631,85.84189
-7117665975973605319,9.12521
-7087745828145838831,122.028076
-7081707547402052286,128.87291
-7079476993339756193,536.43726
-7065997527551020719,27.948935
-7061806987404799085,245.55283
-7060398218581504339,370.81473
-7052232809585837850,218.68796
-7051921846377980174,234.46107
-7050606193730173404,74.21388
-7043722873783160399,42.267715
-7035560151135842119,281.30283
-7032468810682657902,140.48949
-7032332227063624092,177.97804
-7017494704694538224,91.11272
-7015360483761636837,79.26089
-7014827999731174652,86.23865
-6996546233259907495,36.77397
-6994551760986531795,211.75793
-6988565120241714382,195.99844
-6984505532933013233,61.09405
-6981243680661630609,65.048676
-6979701316227496182,53.794266
-6961051895421931389,780.7972
-6961006777643829736,291.41687
-6960135416406632291,344.85992
-6956842306774613838,168.07399
-6955130591746871497,85.79815
-6946151248832544892,8.135318
-6920929999181963534,366.4985
-6920083323847900919,254.0827
-6917647412808234285,209.85774
-6912352116237533125,783.49994
-6908264487737863147,322.16302
-6907870604953179936,360.47318
-6902940564237979879,64.86755
-6901239719923172336,306.97824
-6887831236058545789,137.16455
-6878346928852161574,199.29893
-6877872916905875862,204.84471
-6860244553297565010,94.07115
-6860186340479371355,188.84622
-6849735944085002284,155.33986
-6847271905522386391,17.734879
-6833542372170919895,269.59808
-6831476286351446844,133.64406
-6826975574601717044,142.33702
-6818379732899400829,150.63489
-6817063688599408539,160.70053
-6815997904745722015,317.71854
-6813304365434472747,36.10487
-6794521532282310117,154.816
-6793563111565965921,52.688496
-6786360308652748796,523.2351
-6782319257738401591,469.9084
-6782222419174583206,318.02057
-6781329496769509045,37.281563
-6780317771180726774,25.751835
-6773760561675485484,128.46446
-6772757728354414064,349.8122
-6771889605718811032,138.31908
-6766042190993210964,76.73654
-6758124534957527795,240.03032
-6748191447299932896,45.056553
-6745140865047058786,208.1559
-6742889393895470531,388.56635
-6737901373903279000,576.3671
-6736717038397683362,628.88617
-6735881879319667736,44.689117
-6728837951374166248,178.13467
-6713727859540040301,46.110435
-6706904310321363637,68.93785
-6705831127047735295,469.5778
-6699497794147705560,29.854437
-6697143590508734097,58.69818
-6693074088933657249,531.6527
-6690673593972450390,45.87062
-6686057963025417993,81.99397
-6684994838144891834,473.03033
-6678187534230201236,25.145971
-6669326347998631201,86.148
-6668718249467142427,418.08072
-6666070372064838914,186.85434
-6665628365741965265,98.76838
-6665070899569168461,27.470959
-6657272518986381058,43.54483
-6653643739219956930,219.89407
-6642574863032059686,270.19208
-6627847528671602014,281.87198
-6602384208226067052,233.63948
-6599660708317896226,234.15137
-6581265845933575383,127.65096
-6576439588684254974,123.09568
-6574621137966848733,136.35025
-6567251884198386824,84.06775
-6558657697287903013,32.352287
-6552651566208037498,645.17957
-6535314260723515004,179.58537
-6518187738145468036,117.970634
-6489655011686878037,142.93976
-6488747305278987938,120.36813
-6486120323012212317,53.86665
-6486027003145756477,32.352287
-6475063110828905009,277.93478
-6473736298239744302,332.4378
-6472764576379024741,206.01266
-6471622594413183490,173.15211
-6466634385024120090,214.94427
-6466020969898487465,62.72523
-6464300185414702334,206.0961
-6460452893188753134,270.76126
-6456819499791939248,92.18444
-6456039419596458163,241.95581
-6455356159633357770,190.39766
-6451155585303583641,272.29584
-6445539485276725502,219.94829
-6439926283528114084,123.53146
-6439863838048979507,280.57712
-6423766702315478266,98.72287
-6416531908906416939,187.24332
-6414708730537029833,74.58782
-6412723923820998762,373.7793
-6410826731485219580,66.16295
-6403403363745057527,444.38345
-6392518420943300566,180.12521
-6382784935588167530,57.281067
-6372663824587944380,191.42543
-6362058160927812466,475.66586
-6342417957118871992,601.36475
-6341776833141079962,645.17957
-6339564574215376771,198.15257
-6336145648197455446,83.69766
-6334362695217711710,60.809128
-6329519667778282947,78.18564
-6329065705580915857,208.1655
-6320673730491245708,368.40073
-6319266418773495100,508.05865
-6301873718685074224,92.49785
-6297286648089214870,151.61125
-6296793277409381754,53.86665
-6295665939711897218,77.27551
-6295352326842048573,207.60556
-6290111837331362859,853.4192
-6289571117581040679,186.29962
-6289542446699686074,21.601624
-6288423577709379220,211.41702
-6284701841252355365,176.32536
-6281380953568036247,246.49617
-6275535114082156331,17.85167
-6263696031933661178,29.854437
-6257952279297978473,277.90176
-6244113691141170687,61.037468
-6241183125848732548,319.42017
-6239770353695670430,139.76357
-6236531407829523881,335.10577
-6214947293035746569,144.08305
-6213659448307648693,217.96329
-6211672601638181834,281.00137
-6195630447005460151,310.03708
-6189824255296330617,36.10487
-6189275235415956612,70.93712
-6187088221144731147,195.16872
-6185118345400791338,48.430523
-6185076264359769352,53.86665
-6182285678293285979,32.077244
-6181076305157350912,51.41643
-6175679913650786282,258.0905
-6159849230299440075,78.78444
-6149919380832124469,85.93933
-6145382094214864907,229.3969
-6139955192710940375,45.910103
-6135513638215454124,566.5189
-6134718603287954611,136.21474
-6126823929516884769,304.59268
-6117907132626183171,321.92734
-6117282368886233902,77.791534
-6109930209668752932,645.17957
-6104435525542514472,45.474895
-6100206715516278403,321.41452
-6099581577241337391,1067.3398
-6094094433998336492,534.1723
-6085651410435122117,156.52867
-6083731209684049025,353.45474
-6080514781118778964,152.08475
-6074879993615416832,66.58254
-6067585335765357974,198.8167
-6061539835057821871,212.27098
-6059719429248556789,624.3113
-6036451240289828249,47.396545
-6036199657389829988,274.01425
-6030273212291938265,695.0704
-6029831879929061638,36.77397
-6017067997613351722,326.27005
-6013915633807674656,44.978523
-6012384316259420268,258.16272
-6011099973091465173,151.21016
-6008663906135393307,168.07399
-5999955635610997684,187.50848
-5987988196548940589,59.508503
-5985933824329275267,177.82819
-5959203073546792229,230.22495
-5958679747649378318,328.65015
-5956858433028786595,44.117607
-5953476582993288697,448.25262
-5952478411685422796,410.86807
-5947984391028767486,167.71756
-5945008634302246854,83.18645
-5944072819222410696,166.60214
-5943457501780090071,87.5714
-5936755562333598169,266.9493
-5935019961730765542,17.078066
-5933027837437754704,549.2053
-5919095701020443155,178.93025
-5915577483366319636,217.39883
-5914883577669286833,293.12875
-5906487462045073045,69.681015
-5902757905751933631,313.25055
-5889851120053914931,124.881744
-5887349361712892255,236.35736
-5883546016645256357,106.20221
-5873702112198292253,164.84882
-5862305377730807601,99.479675
-5854755815464967078,268.14337
-5850208602328013927,32.41865
-5841231927890400371,161.89156
-5839636354940605848,128.1623
-5836345301642335066,87.01114
-5835551425568555737,442.12558
-5835340176257827764,103.34393
-5823646351820997042,380.54898
-5814475267286856068,53.86665
-5812216392196703177,26.900211
-5808339182656077524,92.18444
-5806166278093594818,115.968956
-5802763868110037201,354.27884
-5799966278653866554,211.52393
-5799793964808642615,208.1655
-5794271185285112960,185.64436
-5778245061541317379,715.21423
-5767096485103333167,58.69818
-5758900827430527913,267.79095
-5755394714665529179,189.05382
-5750714194336424748,39.089428
-5749822912635709850,41.385605
-5740533422557062243,347.6396
-5737596443227228078,258.0905
-5731541954191648237,20.44422
-5730871169721570924,151.8733
-5728803686194905981,192.60231
-5728359920222774833,238.2135
-5727328010290033294,590.7231
-5717665260341790828,159.1535
-5716020426390001025,168.68864
-5714796425473322212,234.46107
-5697884732745036293,168.07399
-5689547143063086497,58.69818
-5687513708893506323,47.43474
-5680410692345862482,66.16295
-5677811172903779679,125.271774
-5674948617080907453,100.25971
-5671268235993441115,20.57705
-5668199018813412123,167.3879
-5657202222143634364,32.352287
-5650262579190517579,328.65015
-5649506859648240727,603.91296
-5644388797942810170,125.7079
-5644374726670831374,396.71005
-5640852165633795305,249.38716
-5636941203866945764,36.10487
-5635412912672485395,297.25763
-5633706491226813955,138.97453
-5631280201417928863,39.199635
-5626168942305029512,111.978325
-5624414937268047859,44.57858
-5620279034538404629,189.05382
-5603541152149293842,266.14038
-5600764308720634297,170.44786
-5599076316167409327,134.23337
-5594663123166162470,98.29223
-5592774119909903669,233.86076
-5577047349975123397,156.47057
-5573860881577508296,317.71854
-5565668387305063565,90.269806
-5565041199005148586,603.91296
-5543751429979694649,123.98315
-5543110357340095036,211.92497
-5538996817773689583,32.902958
-5538303062042149166,52.47082
-5531984339182381139,48.877834
-5530357874936938703,198.17647
-5528522919830685828,61.95267
-5520702375250881870,154.25092
-5520176137911351590,115.31061
-5507210053079858609,44.127228
-5506938291867381638,184.57738
-5506423454013644121,88.150826
-5503192967130168465,1222.3682
-5488794660800656820,30.20812
-5484204381641977600,71.653915
-5480426996850499135,82.21155
-5475867804718308076,23.686113
-5468834180716041952,360.9231
-5467814457945064856,229.55948
-5464264335119674949,325.32535
-5456369567146152350,145.32428
-5452387196209043765,32.902958
-5449571650803451898,105.17121
-5448077891043117563,554.7121
-5448025196770916407,144.29018
-5446695056747893699,23.095463
-5446584976158638450,209.39934
-5444462006822277291,177.09105
-5444181198527720172,395.36636
-5444123684222148141,2365.809
-5443209314232305618,157.09274
-5435497355800345629,251.60826
-5434848206782578228,197.93549
-5430125825169292519,340.0516
-5426085591438461468,229.37607
-5424562545201586712,239.63129
-5422685299768631619,192.24275
-5419132190134349514,69.85386
-5416899111485683038,196.06154
-5409118449239623957,153.0545
-5403769663745623848,225.94354
-5399399813929864417,385.3653
-5391021174755904950,167.84186
-5387591194338083824,268.23117
-5386395831174191375,715.21423
-5383646190718341633,332.06268
-5382364707696861362,208.01598
-5373890305846986381,327.78394
-5370623585471229154,17.85167
-5370428134550177740,199.1757
-5366475687867395328,66.94342
-5357319955503213550,431.14175
-5356985612031433363,64.118065
-5349832802406518157,143.40573
-5348441064654236842,368.40073
-5339928918878747674,139.78279
-5323883965573836023,204.5618
-5319133444137459778,277.59903
-5315821671097598624,40.41583
-5311939087466565946,98.72287
-5298348871881985856,60.10871
-5297919281759802624,35.988075
-5296866640566024867,456.6567
-5296353556726537160,105.17121
-5296239993886380782,234.2096
-5293950912909772301,112.95202
-5289542377384395883,90.52286
-5285698925778083760,72.975044
-5281264652391090292,295.48026
-5277960504507649132,31.176144
-5272273446161635509,105.29385
-5271326728717708620,403.74707
-5269712289647597020,85.67007
-5258348340457705146,244.01865
-5252566530995980654,279.80283
-5252266992191339195,254.24039
-5252068470006477679,146.59653
-5251827912897995239,788.992
-5247472974916980669,137.79947
-5237075435596853098,429.24542
-5228085420102810529,229.85423
-5217406263975622969,171.3959
-5217343016631135015,146.95764
-5217259543038332095,17.85167
-5215936987867371938,324.7657
-5205680842653594191,247.25517
-5201993134741943214,214.59851
-5201592114698691146,141.4931
-5198566190476423481,17.85167
-5195181519812810761,282.32352
-5190696730154695881,504.28256
-5180585673908955392,222.98987
-5178293903810462479,614.2181
-5176699361791019638,395.46304
-5175051498344148803,319.2751
-5170986661854958418,124.36459
-5159094045455445631,17.85167
-5146562839702448013,65.048676
-5145450754469683010,342.38016
-5144178072828586163,157.11737
-5144104515245646287,98.213875
-5122388311299770985,24.584597
-5119084256385202149,168.68864
-5109761256844316426,282.28506
-5102214257117013873,20.749578
-5094822926220997396,212.87254
-5093873856555436031,177.09105
-5087807229705458880,388.56635
-5087790230148209156,342.78568
-5087758706780751675,298.20676
-5083666154999805392,37.410854
-5081602996248725447,109.40698
-5074542601624493605,39.893303
-5055750587705075023,193.55333
-5053465503319967654,31.83069
-5052643519710501287,53.284203
-5044829528118597723,125.7079
-5044364967429600498,701.045
-5042513554295206463,113.4452
-5039990695804970442,548.33
-5038024742542998486,399.93466
-5028815713006187474,198.55145
-5026299925315611459,44.689117
-5025222747870466200,26.900211
-5025166223116466136,42.183285
-5024480631258878888,52.47082
-5022578070300522764,185.4508
-5022065817573846454,198.8167
-5018791646572307964,53.86665
-5016462118239499268,37.410854
-5015296717672977927,186.39775
-5014326792613922747,169.48201
-5012682898328287495,359.44537
-5006013124829150029,243.4734
-4998799669571433705,385.5167
-4993783370864836420,250.7912
-4993098503984630999,159.99365
-4983853331468351802,437.73245
-4979468829274624029,211.74828
-4974145955943256109,125.96577
-4972037810536899947,240.70723
-4972010549275777252,176.87663
-4971839648089435897,196.10562
-4970965858445314121,179.31206
-4969028315887141087,89.57914
-4964071780353756053,297.32257
-4960116699085040195,113.45667
-4959990143309806834,15.205128
-4958935021273897487,153.47368
-4952214339580504112,146.88036
-4944873211804641787,92.18444
-4935561890780572163,42.267715
-4932092416930480490,81.99397
-4931125960219076653,221.75105
-4906846431664502369,129.48997
-4903198121664388061,59.609356
-4897412153715473225,41.265263
-4881901706469840321,179.64153
-4868841028359788190,170.484
-4866984721486669496,371.8273
-4864156602876122809,81.77071
-4861942246925742774,70.93712
-4861639000357801501,103.45897
-4859885531409395721,186.00484
-4853685310189525565,317.63477
-4844203320858353702,132.10565
-4832902232752715985,538.2968
-4827344943454892333,53.284203
-4824818236518506196,269.89996
-4821781435053337002,41.385605
-4820208091059365109,208.92213
-4819124406771845615,402.6632
-4814966968675841791,252.02187
-4810120491236649202,26.491266
-4795327493896055946,278.18317
-4790844845358615987,157.5306
-4781600216062436314,247.25517
-4781447551705566722,595.48596
-4775751895886833913,188.8781
-4769674741444131014,298.9823
-4765024819330744225,353.02213
-4761818558558609425,319.18265
-4760624413218876291,195.16872
-4740078008440478768,215.45938
-4740048449149385227,123.66556
-4727904569578362338,510.38278
-4726509138990204471,86.576
-4719761474594910026,210.66965
-4717216028923053049,44.689117
-4705673374642092161,258.4939
-4704822978715593978,398.3092
-4704152932700557041,274.7538
-4703430535508782638,46.609596
-4703332381882201769,333.1861
-4700916685155015366,61.02143
-4692192468538271709,138.78514
-4692115055935957166,15.205128
-4691393856062561694,198.65509
-4685340398826424351,277.59903
-4683473192875755243,346.30106
-4680395005447504980,132.59079
-4678680131543533031,430.45605
-4668129154283073993,44.005646
-4667235292572310010,654.6502
-4666838191779767556,284.5662
-4665598859040331019,174.983
-4664662898405465772,36.10487
-4648706726091176222,53.86665
-4647220428975822804,351.67737
-4644955645160529915,31.176144
-4640009827423020268,85.67007
-4637584366774720869,166.71338
-4631189778540082712,272.29584
-4631037905022206379,328.9702
-4623750707796447609,309.28635
-4622982794356144714,64.83052
-4614683931472586908,98.55406
-4608947738963995345,211.74828
-4605626895242155077,536.02075
-4601836154647449629,435.9626
-4598197754411794954,31.176144
-4597738867240379935,187.50848
-4593827389810386838,27.140625
-4590918143082985906,192.61401
-4583786787063792064,307.22437
-4575710193432711013,52.196735
-4574593911723414180,193.45921
-4574454641068889154,354.89795
-4571993361839510759,141.30339
-4569139265041418247,302.82382
-4567234112434152863,90.04142
-4566732970170361942,376.39124
-4556349502793137669,347.0894
-4553842204905663451,563.0198
-4550971948719496382,125.96577
-4548556780531384264,762.4299
-4541993867433555928,496.81995
-4537725008450531623,156.9747
-4536837668053700992,138.42308
-4534579931231111425,298.20676
-4510313246784551159,272.69705
-4507688645433678336,29.918905
-4498528205849241261,62.21681
-4493077579243085562,79.34545
-4491687538827939823,62.66908
-4491029663180485374,160.9358
-4487520829866261010,483.6486
-4476850305511684420,87.62367
-4470669139134940480,52.196735
-4469481093130179635,366.80853
-4463341666523424999,36.98006
-4461468356930251208,223.73474
-4452463265534805204,401.7705
-4449794605540294566,232.8892
